column	row	N	corrected-left-p-value	corrected-right-p-value	corrected-two-tail-p-value	distribution	expected-mean	expected-stdev	left-p-value	observed	probability	right-p-value	two-tail-p-value
mouth, nos	Metabolism of xenobiotics by cytochrome P450	67	1	1	1	BINOMIAL	2.2010117827868854	1.4590087443537874	0.8218216156372188	3	0.03285092213114754	0.3784422299530521	1
lymph nodes	Metabolism of xenobiotics by cytochrome P450	67	0.8041749524139329	1	1	BINOMIAL	5.402953054013125	2.2287335032664255	0.08544358869398036	2	0.08064109035840485	0.9754024523044331	1
stomach	Metabolism of xenobiotics by cytochrome P450	63	1	1	1	BINOMIAL	2.9546469678749356	1.6781169542804892	0.6576823565616228	3	0.046899158220237075	0.5717935814830908	1
HR systems	Metabolism of xenobiotics by cytochrome P450	67	0.7301060942056558	1	1	BINOMIAL	3.1556960971956394	1.7340885198972926	0.3833056994579693	2	0.04709994174918865	0.8298551586464848	1
thyroid gland	Metabolism of xenobiotics by cytochrome P450	61	1	1	1	BINOMIAL	2.5608762399622105	1.566322640806531	0.5252527668552944	2	0.041981577704298535	0.7315657705819162	1
pancreas	Metabolism of xenobiotics by cytochrome P450	68	1	1	1	BINOMIAL	1.7476722025592157	1.30489661324988	0.4756230309505639	1	0.02570106180234141	0.8297560884834978	1
prostate gland	Metabolism of xenobiotics by cytochrome P450	68	1	1	1	BINOMIAL	2.8089220754355737	1.6410033601416907	0.8502706653434137	4	0.04130767757993491	0.3091060385441944	1
skin	Chemokine signaling pathway	185	1	7.691158713321766E-6	1	BINOMIAL	22.928320568696314	4.481813955343646	0.9999998316985922	48	0.12393686793889899	4.3262767762434944E-7	1
liver	Chemokine signaling pathway	185	1	0.9259779301858708	1	BINOMIAL	19.185264622340732	4.146766618283094	0.6351556020919651	20	0.10370413309373369	0.45712834528163243	1
testis	Chemokine signaling pathway	179	1	3.6212602410948345E-4	1	BINOMIAL	17.01848203939745	3.9243400001099356	0.9999868954583416	35	0.09507531865585168	3.188531029894823E-5	1
kidney	Chemokine signaling pathway	185	1	4.575206294541818E-4	1	BINOMIAL	15.092455464816148	3.7230632904969667	0.9999827327775629	32	0.08158084035035755	4.2892559011329545E-5	1
adrenal cortex	Chemokine signaling pathway	185	1	1	1	BINOMIAL	27.664282994118395	4.850511146279292	0.26165678341198806	24	0.1495366648330724	0.8030082695628458	1
brain, nos	Chemokine signaling pathway	185	1	0.462197447735619	1	BINOMIAL	18.317606736343247	4.06249991579288	0.9313645893759872	24	0.09901409046672026	0.10399442574051426	1
colon, nos	Chemokine signaling pathway	186	1	0.06409569167548043	1	BINOMIAL	16.18103303706188	3.843613831225262	0.9968745415192573	27	0.08699480127452625	0.0060089710945762905	1
ovary	Chemokine signaling pathway	172	1	0.24665835589257817	1	BINOMIAL	14.345512778612981	3.626160168027129	0.9702432266838157	21	0.08340414406170338	0.0505965858241186	1
urinary bladder	Chemokine signaling pathway	173	1	1	1	BINOMIAL	11.546084021878274	3.2826047738669772	0.6295825784447101	12	0.06674037006866054	0.4878520475056933	1
breast	Chemokine signaling pathway	186	1	0.03918883998258135	1	BINOMIAL	6.689251023520912	2.5394252705960874	0.9987762564229973	15	0.03596371518021996	0.003184093248584735	1
lung	Chemokine signaling pathway	187	1	1	1	BINOMIAL	4.541876046901172	2.105127662298121	0.16550400881254795	2	0.024288107202680067	0.9430404437159648	1
bones and joints	Chemokine signaling pathway	172	0.9913227576611843	1	1	BINOMIAL	16.335446761226226	3.844998277770545	0.1588658265482667	12	0.09497352768154782	0.9003652200654589	1
cervix uteri	Chemokine signaling pathway	185	1	0.13931499170524575	1	BINOMIAL	11.006220115939575	3.217363231481356	0.9925870384674721	19	0.05949308170778149	0.014802217868682362	1
mouth, nos	Chemokine signaling pathway	178	1	0.20027244510268258	1	BINOMIAL	5.847464139344263	2.3781020899528236	0.993713590481805	12	0.03285092213114754	0.01521056545083665	1
lymph nodes	Chemokine signaling pathway	186	1	1	1	BINOMIAL	14.999242806663302	3.713446850593598	0.7562224920557983	17	0.08064109035840485	0.3316215108907157	1
stomach	Chemokine signaling pathway	176	1	0.6673028312118519	1	BINOMIAL	8.254251846761726	2.804841240321948	0.9280497818767872	12	0.046899158220237075	0.12590619456827393	1
HR systems	Chemokine signaling pathway	186	0.7511800029289878	1	1	BINOMIAL	8.760589165349089	2.889284673751026	0.3474207513546569	7	0.04709994174918865	0.77707782429818	1
thyroid gland	Chemokine signaling pathway	179	1	1	1	BINOMIAL	7.514702409069438	2.6831368481608258	0.37170668476460644	6	0.041981577704298535	0.7660282672578116	1
pancreas	Chemokine signaling pathway	182	1	1	1	BINOMIAL	4.677593248026136	2.134800724862253	0.4971223861948779	4	0.02570106180234141	0.6902412592601845	1
prostate gland	Chemokine signaling pathway	185	1	1	1	BINOMIAL	7.641920352287958	2.7067047068869745	0.8542741428188384	10	0.04130767757993491	0.2366408422708282	1
skin	Drug metabolism - other enzymes	48	1	0.001093109708952076	1	BINOMIAL	5.948969661067151	2.282908888635496	0.999964626117618	16	0.12393686793889899	1.366387136190095E-4	1
liver	Drug metabolism - other enzymes	39	1	0.002702153506389103	1	BINOMIAL	4.044461190655614	1.9039521656405718	0.999904325293246	12	0.10370413309373369	4.104536971730283E-4	1
testis	Drug metabolism - other enzymes	47	1	1	1	BINOMIAL	4.46853997682503	2.0108933623148637	0.33509448923584906	3	0.09507531865585168	0.8367230114138702	1
kidney	Drug metabolism - other enzymes	48	1	0.9915057030288466	1	BINOMIAL	3.915880336817162	1.8964228242214807	0.6461005055971767	4	0.08158084035035755	0.5577219579537263	1
adrenal cortex	Drug metabolism - other enzymes	48	1	1	1	BINOMIAL	7.177759911987476	2.470712778486472	0.2572038078095644	5	0.1495366648330724	0.8637194716525679	1
brain, nos	Drug metabolism - other enzymes	48	1	1	1	BINOMIAL	4.752676342402572	2.069322212000075	0.4776902865455872	4	0.09901409046672026	0.7126269707482271	1
colon, nos	Drug metabolism - other enzymes	49	1	1	1	BINOMIAL	4.262745262451786	1.972792078618744	0.1890590037795311	2	0.08699480127452625	0.9344323903714609	1
ovary	Drug metabolism - other enzymes	45	1	0.46373010374861223	1	BINOMIAL	3.753186482776652	1.8547655314558522	0.9223844812316342	6	0.08340414406170338	0.16943984560045447	1
urinary bladder	Drug metabolism - other enzymes	46	1	7.969777494547301E-4	1	BINOMIAL	3.070057023158385	1.6926784341099474	0.9999934938702044	12	0.06674037006866054	3.55340397846058E-5	1
breast	Drug metabolism - other enzymes	50	1	0.824187827927656	1	BINOMIAL	1.7981857590109978	1.3166306689929408	0.8951580959181522	3	0.03596371518021996	0.2678610440764882	1
lung	Drug metabolism - other enzymes	50	1	1.2058484843992978E-5	1	BINOMIAL	1.2144053601340032	1.08853560004235	0.9999999729905268	10	0.024288107202680067	3.0146212109982444E-7	1
bones and joints	Drug metabolism - other enzymes	45	1	1	1	BINOMIAL	4.273808745669652	1.9667002955349233	0.18642697484348164	2	0.09497352768154782	0.9358305186506599	1
cervix uteri	Drug metabolism - other enzymes	48	1	0.46598489289654504	1	BINOMIAL	2.8556679219735113	1.638833559871548	0.9773175742089878	6	0.05949308170778149	0.06407292277327495	1
mouth, nos	Drug metabolism - other enzymes	48	1	1	1	BINOMIAL	1.576844262295082	1.2349265055951628	0.9275786623422188	3	0.03285092213114754	0.20881442632369487	1
lymph nodes	Drug metabolism - other enzymes	49	0.9281792793883392	1	1	BINOMIAL	3.9514134275618376	1.9059819359863854	0.43508403721328404	3	0.08064109035840485	0.7669233278527898	1
stomach	Drug metabolism - other enzymes	43	1	1	1	BINOMIAL	2.0166638034701942	1.3863924295358152	0.12675662989795655	0	0.046899158220237075	1	1
HR systems	Drug metabolism - other enzymes	49	0.7684965775081776	1	1	BINOMIAL	2.307897145710244	1.4829684165835	0.32180794183154937	1	0.04709994174918865	0.9059583324763794	1
thyroid gland	Drug metabolism - other enzymes	46	1	1	1	BINOMIAL	1.9311525743977327	1.360176364497192	0.4193696211168413	1	0.041981577704298535	0.8609414869383265	1
pancreas	Drug metabolism - other enzymes	48	1	1	1	BINOMIAL	1.2336509665123876	1.0963324435496444	0.2865675455961697	0	0.02570106180234141	1	1
prostate gland	Drug metabolism - other enzymes	49	1	1	1	BINOMIAL	2.0240762014168103	1.3930062147354065	0.6700607688666216	2	0.04130767757993491	0.6062473206479393	1
skin	Pentose and glucuronate interconversions	23	1	0.0012869546413060502	1	BINOMIAL	2.850547962594677	1.5802721209339494	0.999966022434534	10	0.12393686793889899	2.0913012921223317E-4	1
liver	Pentose and glucuronate interconversions												
testis	Pentose and glucuronate interconversions	24	0.9982941028065775	1	1	BINOMIAL	2.2818076477404405	1.4369634854512339	0.32020754240965693	1	0.09507531865585168	0.9090718396288124	1
kidney	Pentose and glucuronate interconversions	23	1	1	1	BINOMIAL	1.8763593280582236	1.3127392571550534	0.7117216257678431	2	0.08158084035035755	0.5702182536658571	1
adrenal cortex	Pentose and glucuronate interconversions	23	1	1	1	BINOMIAL	3.4393432911606654	1.7102734770160288	0.31011090167308036	2	0.1495366648330724	0.8784203718861844	1
brain, nos	Pentose and glucuronate interconversions	23	0.5593203420591959	1	1	BINOMIAL	2.277324080734566	1.4324234388555197	0.09088955558461934	0	0.09901409046672026	1	1
colon, nos	Pentose and glucuronate interconversions	24	1	1	1	BINOMIAL	2.08787523058863	1.3806668460630052	0.3699418393592105	1	0.08699480127452625	0.8874467575376792	1
ovary	Pentose and glucuronate interconversions	23	1	0.9275608588397369	1	BINOMIAL	1.9182953134191778	1.3260096284514205	0.6999401019718188	2	0.08340414406170338	0.5826984882454758	1
urinary bladder	Pentose and glucuronate interconversions	24	1	5.637920576950408E-5	1	BINOMIAL	1.601768881647853	1.22264722374126	0.9999998711274909	10	0.06674037006866054	1.4364128858472377E-6	1
breast	Pentose and glucuronate interconversions	25	1	1	1	BINOMIAL	0.8990928795054989	0.930998474363089	0.4002529204228039	0	0.03596371518021996	1	1
lung	Pentose and glucuronate interconversions	25	0.9999999998328658	3.3774146642661823E-7	1	BINOMIAL	0.6072026800670016	0.7697109043529133	0.9999999998328658	9	0.024288107202680067	4.221768330332728E-9	1
bones and joints	Pentose and glucuronate interconversions	23	1	1	1	BINOMIAL	2.1843911366756	1.4060340694980376	0.6245749169467735	2	0.09497352768154782	0.6561058122085511	1
cervix uteri	Pentose and glucuronate interconversions	23	1	1	1	BINOMIAL	1.3683408792789742	1.1344311629816648	0.8458830503434602	2	0.05949308170778149	0.4010932824740256	1
mouth, nos	Pentose and glucuronate interconversions	25	1	1	1	BINOMIAL	0.8212730532786885	0.8912314380434638	0.8022545062889315	1	0.03285092213114754	0.5661540458148904	1
lymph nodes	Pentose and glucuronate interconversions	24	1	1	1	BINOMIAL	1.9353861686017164	1.3339094863224785	0.6950743716559769	2	0.08064109035840485	0.5872145455756592	1
stomach	Pentose and glucuronate interconversions	20	1	1	1	BINOMIAL	0.9379831644047415	0.9455117892281434	0.38262827718808934	0	0.046899158220237075	1	1
HR systems	Pentose and glucuronate interconversions	24	0.7615747402499334	1	1	BINOMIAL	1.1303986019805277	1.0378616929407696	0.31414958035309754	0	0.04709994174918865	1	1
thyroid gland	Pentose and glucuronate interconversions	23	1	1	1	BINOMIAL	0.9655762871988663	0.9617899309456296	0.3729055015170378	0	0.041981577704298535	1	1
pancreas	Pentose and glucuronate interconversions	24	1	1	1	BINOMIAL	0.6168254832561938	0.7752241052687715	0.8742294136787532	1	0.02570106180234141	0.46467995965388165	1
prostate gland	Pentose and glucuronate interconversions	25	1	1	1	BINOMIAL	1.0326919394983727	0.9950044390967189	0.917532559520454	2	0.04130767757993491	0.27646914589554505	1
skin	Drug metabolism - cytochrome P450	67	1	0.002044312267323012	1	BINOMIAL	8.303770151906232	2.6971516248061507	0.9998780418820871	19	0.12393686793889899	3.7053159845229597E-4	1
