column	row	N	corrected-left-p-value	corrected-right-p-value	corrected-two-tail-p-value	distribution	expected-mean	expected-stdev	left-p-value	observed	probability	right-p-value	two-tail-p-value
liver	Heparan sulfate biosynthesis	25	1	1	1	BINOMIAL	2.592603327343342	1.524381726086111	0.5121435169152124	2	0.10370413309373369	0.7479295876923688	1
testis	Heparan sulfate biosynthesis	25	0.5031930273579972	1	1	BINOMIAL	2.376882966396292	1.4665947159861508	0.08228313654910646	0	0.09507531865585168	1	1
kidney	Heparan sulfate biosynthesis	26	1	1	1	BINOMIAL	2.121101849109296	1.3957294070808506	0.6426706002959802	2	0.08158084035035755	0.6378999959657402	1
adrenal cortex	Heparan sulfate biosynthesis	26	1	0.8853280652556741	1	BINOMIAL	3.8879532856598824	1.8183953690810803	0.6529996250186012	4	0.1495366648330724	0.5588633411926442	1
brain, nos	Heparan sulfate biosynthesis	26	1	1	1	BINOMIAL	2.5743663521347266	1.5229799109804365	0.5173393642506423	2	0.09901409046672026	0.7435818223310513	1
colon, nos	Heparan sulfate biosynthesis	26	1	0.571933948993046	1	BINOMIAL	2.2618648331376825	1.4370436150197494	0.9297395867793176	4	0.08699480127452625	0.1858785334227399	1
ovary	Heparan sulfate biosynthesis	20	1	1	1	BINOMIAL	1.6680828812340676	1.2365103543039015	0.17520955560993506	0	0.08340414406170338	1	1
urinary bladder	Heparan sulfate biosynthesis	23	0.9159856004500325	1	1	BINOMIAL	1.5350285115791924	1.1969043991273705	0.20420061156529384	0	0.06674037006866054	1	1
breast	Heparan sulfate biosynthesis	26	1	1	1	BINOMIAL	0.9350565946857189	0.9494358775805006	0.385858338392667	0	0.03596371518021996	1	1
lung	Heparan sulfate biosynthesis	26	1	1	1	BINOMIAL	0.6314907872696818	0.784954184224131	0.8691817764015989	1	0.024288107202680067	0.47233102162174934	1
bones and joints	Heparan sulfate biosynthesis	20	1	1	1	BINOMIAL	1.8994705536309564	1.3111335303566154	0.42113307755216944	1	0.09497352768154782	0.864098061068677	1
cervix uteri	Heparan sulfate biosynthesis	26	1	0.8618266470803467	1	BINOMIAL	1.5468201244023188	1.2061488417081911	0.9342694180406474	3	0.05949308170778149	0.19929741213733018	1
mouth, nos	Heparan sulfate biosynthesis	23	1	1	1	BINOMIAL	0.7555712090163935	0.8548391650272342	0.4638191841714098	0	0.03285092213114754	1	1
lymph nodes	Heparan sulfate biosynthesis	26	0.8425281807763498	1	1	BINOMIAL	2.096668349318526	1.388377012021419	0.36860607908965304	1	0.08064109035840485	0.8876398474342806	1
stomach	Heparan sulfate biosynthesis	23	1	1	1	BINOMIAL	1.0786806390654526	1.0139484331586177	0.7062065903265369	1	0.046899158220237075	0.6687212172882703	1
HR systems	Heparan sulfate biosynthesis	26	0.7735691859783429	1	1	BINOMIAL	1.224598485478905	1.08024069917158	0.2852536373295139	0	0.04709994174918865	1	1
thyroid gland	Heparan sulfate biosynthesis	23	1	1	1	BINOMIAL	0.9655762871988663	0.9617899309456296	0.7487528769443488	1	0.041981577704298535	0.6270944984829623	1
pancreas	Heparan sulfate biosynthesis	23	1	1	1	BINOMIAL	0.5911244214538525	0.7589017697733967	0.9795266271232959	2	0.02570106180234141	0.11720298968918592	1
prostate gland	Heparan sulfate biosynthesis	26	1	1	1	BINOMIAL	1.0739996170783075	1.0147094102131227	0.3339338803492576	0	0.04130767757993491	1	1
skin	Tyrosine metabolism	45	1	0.9326910013745255	1	BINOMIAL	5.577159057250455	2.21041702664854	0.5092688576831192	5	0.12393686793889899	0.6703716572379402	1
liver	Tyrosine metabolism	43	1	0.22767875722347938	1	BINOMIAL	4.4592777230305485	1.999207891275809	0.9699798972106549	8	0.10370413309373369	0.07205023962768335	1
testis	Tyrosine metabolism	43	0.47814002603615285	1	1	BINOMIAL	4.088238702201623	1.9234209380290674	0.07517924937675359	1	0.09507531865585168	0.9863750586431562	1
kidney	Tyrosine metabolism	45	0.6950116150207499	1	1	BINOMIAL	3.6711378157660897	1.8362035038943576	0.021719112969398435	0	0.08158084035035755	1	1
adrenal cortex	Tyrosine metabolism	45	0.32470723403129625	1	1	BINOMIAL	6.729149917488258	2.3922573610849898	0.006088260638086805	1	0.1495366648330724	0.999316872474223	1
brain, nos	Tyrosine metabolism	45	0.7503277885715153	1	1	BINOMIAL	4.455634071002412	2.003612616253346	0.16413420375001897	2	0.09901409046672026	0.945489169539326	1
colon, nos	Tyrosine metabolism	45	1	1	1	BINOMIAL	3.914766057353681	1.8905559399705518	0.4419645493501992	3	0.08699480127452625	0.7623685937389975	1
ovary	Tyrosine metabolism	41	1	1	1	BINOMIAL	3.4195699065298384	1.7704133995811708	0.3241543956348394	2	0.08340414406170338	0.8668866993565687	1
urinary bladder	Tyrosine metabolism	41	0.9568320898441666	1	1	BINOMIAL	2.7363551728150823	1.5980393662053856	0.23158993257374733	1	0.06674037006866054	0.9411018468184071	1
breast	Tyrosine metabolism	45	1	1	1	BINOMIAL	1.618367183109898	1.2490655253746774	0.7804678965861686	2	0.03596371518021996	0.4846137440668721	1
lung	Tyrosine metabolism	45	0.9984263832433988	1	1	BINOMIAL	1.092964824120603	1.0326755430935717	0.33072873944937586	0	0.024288107202680067	1	1
bones and joints	Tyrosine metabolism	41	1	1	1	BINOMIAL	3.8939146349434606	1.8772575277707835	0.23957488339495017	2	0.09497352768154782	0.9113667394214253	1
cervix uteri	Tyrosine metabolism	45	1	1	1	BINOMIAL	2.677188676850167	1.5867937711470803	0.7214029131423956	3	0.05949308170778149	0.5058898262925914	1
mouth, nos	Tyrosine metabolism	40	1	1	1	BINOMIAL	1.3140368852459017	1.1273285066258338	0.26286749279098204	0	0.03285092213114754	1	1
lymph nodes	Tyrosine metabolism	45	0.8466125007736794	1	1	BINOMIAL	3.6288490661282182	1.8265307883223758	0.2857317190111168	2	0.08064109035840485	0.8874917830464899	1
stomach	Tyrosine metabolism	42	1	1	1	BINOMIAL	1.969764645249957	1.3701767555668685	0.40785125870131067	1	0.046899158220237075	0.8670060665760626	1
HR systems	Tyrosine metabolism	45	0.8954878133629984	1	1	BINOMIAL	2.119497378713489	1.4211506519853994	0.6436318658546551	2	0.04709994174918865	0.6322429999888383	1
thyroid gland	Tyrosine metabolism	44	1	1	1	BINOMIAL	1.8471894189891356	1.330278727508369	0.7188900872795194	2	0.041981577704298535	0.5563494298111068	1
pancreas	Tyrosine metabolism	44	1	1	1	BINOMIAL	1.130846719303022	1.049658400567175	0.6871443950241817	1	0.02570106180234141	0.6819773244311407	1
prostate gland	Tyrosine metabolism	45	1	1	1	BINOMIAL	1.8588454910970709	1.3349385382405878	0.44030815213781005	1	0.04130767757993491	0.8501812316667539	1
skin	RNA degradation	57	0.7506047567535484	1	1	BINOMIAL	7.064401472517242	2.487742285718219	0.06567791621593548	3	0.12393686793889899	0.9782547629635765	1
liver	RNA degradation	55	1	1	1	BINOMIAL	5.703727320155353	2.2610234901512185	0.3129145927621085	4	0.10370413309373369	0.8353473765316598	1
testis	RNA degradation	52	1	1	1	BINOMIAL	4.943916570104288	2.115152979525045	0.6264520219305914	5	0.09507531865585168	0.558016776792996	1
kidney	RNA degradation	57	1	0.9548250819329166	1	BINOMIAL	4.65010789997038	2.066578861251358	0.6798439426120114	5	0.08158084035035755	0.5012831680147812	1
adrenal cortex	RNA degradation	57	1	0.6563165620303789	1	BINOMIAL	8.523589895485127	2.692396829984281	0.7747234888152783	10	0.1495366648330724	0.34456619506594893	1
brain, nos	RNA degradation	57	0.921965318121609	1	1	BINOMIAL	5.643803156603055	2.254991600933094	0.3226878613425631	4	0.09901409046672026	0.8284767228246295	1
colon, nos	RNA degradation	57	1	0.4341653221723217	1	BINOMIAL	4.958703672647996	2.12775050982645	0.943302563792114	8	0.08699480127452625	0.11939546359738847	1
ovary	RNA degradation	46	1	0.9081348281160404	1	BINOMIAL	3.8365906268383556	1.8752608003933076	0.662270227331542	4	0.08340414406170338	0.5413880706076395	1
urinary bladder	RNA degradation	48	1	1	1	BINOMIAL	3.203537763295706	1.729084285812702	0.16098329337729103	1	0.06674037006866054	0.9636822414729815	1
breast	RNA degradation	57	1	1	1	BINOMIAL	2.0499317652725377	1.4057768681861964	0.38758587843516884	1	0.03596371518021996	0.8760282643726738	1
lung	RNA degradation	57	1	1	1	BINOMIAL	1.3844221105527639	1.162237978177403	0.8390934829682625	2	0.024288107202680067	0.40441166690082275	1
bones and joints	RNA degradation	46	1	0.9408463425803156	1	BINOMIAL	4.3687822733512	1.9884324502427595	0.7307466208111578	5	0.09497352768154782	0.4462989060957907	1
cervix uteri	RNA degradation	57	1	0.9324002394606196	1	BINOMIAL	3.391105657343545	1.785877468190773	0.877966819633725	5	0.05949308170778149	0.2505825643550415	1
mouth, nos	RNA degradation	51	1	1	1	BINOMIAL	1.6753970286885247	1.2729331056109436	0.18203903544915412	0	0.03285092213114754	1	1
lymph nodes	RNA degradation	57	0.6122913094128992	1	1	BINOMIAL	4.596542150429077	2.05569257904486	0.049748668889798064	1	0.08064109035840485	0.9917081757833307	1
stomach	RNA degradation	55	1	1	1	BINOMIAL	2.5794537021130393	1.567953919863675	0.5200933247079185	2	0.046899158220237075	0.7360103230728265	1
HR systems	RNA degradation	57	0.8677084293395642	1	1	BINOMIAL	2.684696679703753	1.5994522882772921	0.24404299575175242	1	0.04709994174918865	0.9360708177349226	1
thyroid gland	RNA degradation	50	1	1	1	BINOMIAL	2.0990788852149267	1.4180818882870705	0.1171367103098597	0	0.041981577704298535	1	1
pancreas	RNA degradation	55	1	1	1	BINOMIAL	1.4135583991287775	1.1735537684109536	0.5853137894790883	1	0.02570106180234141	0.7611789470469678	1
prostate gland	RNA degradation	57	1	1	1	BINOMIAL	2.3545376220562897	1.5024237555079332	0.5796766623121732	2	0.04130767757993491	0.6879030363871023	1
skin	Galactose metabolism	26	1	1	1	BINOMIAL	3.2223585664113736	1.6801754486702474	0.1499690853211179	1	0.12393686793889899	0.9679431751379501	1
liver	Galactose metabolism	26	1	0.6628488040177695	1	BINOMIAL	2.696307460437076	1.5545704334954664	0.8744277558169649	4	0.10370413309373369	0.28108145486829467	1
testis	Galactose metabolism	26	0.493297772431244	1	1	BINOMIAL	2.471958285052144	1.4956390150690904	0.07446004112169721	0	0.09507531865585168	1	1
kidney	Galactose metabolism	26	1	0.8407750581271066	1	BINOMIAL	2.121101849109296	1.3957294070808506	0.8420495856330354	3	0.08158084035035755	0.35732939970402033	1
adrenal cortex	Galactose metabolism	26	1	0.6531771764355747	1	BINOMIAL	3.8879532856598824	1.8183953690810803	0.8169075000073265	5	0.1495366648330724	0.3470003749813991	1
brain, nos	Galactose metabolism	26	1	1	1	BINOMIAL	2.5743663521347266	1.5229799109804365	0.5173393642506423	2	0.09901409046672026	0.7435818223310513	1
colon, nos	Galactose metabolism	26	1	1	1	BINOMIAL	2.2618648331376825	1.4370436150197494	0.3262550274711836	1	0.08699480127452625	0.9061780377772793	1
ovary	Galactose metabolism	24	1	0.936385960459567	1	BINOMIAL	2.001699457480881	1.354529227281904	0.6763668722759386	2	0.08340414406170338	0.6062498846565145	1
urinary bladder	Galactose metabolism	24	1	1	1	BINOMIAL	1.601768881647853	1.22264722374126	0.5176543723999273	1	0.06674037006866054	0.8094278128188206	1
breast	Galactose metabolism	26	1	1	1	BINOMIAL	0.9350565946857189	0.9494358775805006	0.7601174711762275	1	0.03596371518021996	0.614141661607333	1
lung	Galactose metabolism	26	1	1	1	BINOMIAL	0.6314907872696818	0.784954184224131	0.8691817764015989	1	0.024288107202680067	0.47233102162174934	1
bones and joints	Galactose metabolism	24	1	0.685037394608904	1	BINOMIAL	2.2793646643571477	1.4362748209554057	0.9286668991502569	4	0.09497352768154782	0.18882441005245432	1
cervix uteri	Galactose metabolism	26	1	1	1	BINOMIAL	1.5468201244023188	1.2061488417081911	0.8007025878626703	2	0.05949308170778149	0.4632367733007288	1
mouth, nos	Galactose metabolism	26	1	1	1	BINOMIAL	0.8541239754098361	0.9088812987421963	0.79015194563132	1	0.03285092213114754	0.5804062854727388	1
lymph nodes	Galactose metabolism	26	0.8547387341209346	1	1	BINOMIAL	2.096668349318526	1.388377012021419	0.36860607908965304	1	0.08064109035840485	0.8876398474342806	1
stomach	Galactose metabolism	24	1	1	1	BINOMIAL	1.1255797972856898	1.0357562706946486	0.6886227917560432	1	0.046899158220237075	0.6842579133336752	1
HR systems	Galactose metabolism	26	0.7869065857365902	1	1	BINOMIAL	1.224598485478905	1.08024069917158	0.2852536373295139	0	0.04709994174918865	1	1
thyroid gland	Galactose metabolism	26	1	1	1	BINOMIAL	1.091521020311762	1.022593392205166	0.7014598081103065	1	0.041981577704298535	0.6721158887214508	1
pancreas	Galactose metabolism	25	1	1	1	BINOMIAL	0.6425265450585352	0.7912097892558844	0.5215617469051508	0	0.02570106180234141	1	1
prostate gland	Galactose metabolism	26	1	1	1	BINOMIAL	1.0739996170783075	1.0147094102131227	0.7080318586445616	1	0.04130767757993491	0.6660661196507425	1
skin	Cardiac muscle contraction	74	1	1	1	BINOMIAL	9.171328227478526	2.8345480296028187	0.17381275253524892	6	0.12393686793889899	0.909243175057524	1
liver	Cardiac muscle contraction	67	1	0.24364464603393696	1	BINOMIAL	6.948176917280158	2.495520437402132	0.9584120774472583	11	0.10370413309373369	0.08327095497362402	1
testis	Cardiac muscle contraction	63	1	1	1	BINOMIAL	5.989745075318656	2.3281469355724558	0.439327820369625	5	0.09507531865585168	0.7269154917672712	1
kidney	Cardiac muscle contraction	74	1	1	1	BINOMIAL	6.036982185926458	2.354671974186307	0.053174237277800886	2	0.08158084035035755	0.9860584691198159	1
adrenal cortex	Cardiac muscle contraction	74	0.9057688892623406	1	1	BINOMIAL	11.065713197647359	3.0677326076553446	0.11888216671568219	7	0.1495366648330724	0.9393723553272569	1
brain, nos	Cardiac muscle contraction	74	0.4557299083190453	1	1	BINOMIAL	7.327042694537299	2.569350545629549	0.05696623853988066	3	0.09901409046672026	0.9813872410543227	1
colon, nos	Cardiac muscle contraction	74	0.619448385609896	1	1	BINOMIAL	6.437615294314942	2.4243713063605092	0.0387155241006185	2	0.08699480127452625	0.9904308957978554	1
ovary	Cardiac muscle contraction	62	1	1	1	BINOMIAL	5.17105693182561	2.177101135577389	0.22952434103742603	3	0.08340414406170338	0.8992353389651543	1
urinary bladder	Cardiac muscle contraction	62	0.433594139741309	1	1	BINOMIAL	4.137902944256954	1.965130471609721	0.013808730565009841	0	0.06674037006866054	1	1
breast	Cardiac muscle contraction	74	1	1	1	BINOMIAL	2.6613149233362767	1.6017503399183477	0.5001519515266312	2	0.03596371518021996	0.7498693838189145	1
lung	Cardiac muscle contraction	71	1	1	1	BINOMIAL	1.7244556113902847	1.2971398724249341	0.9055252708408008	3	0.024288107202680067	0.2483270121545941	1
bones and joints	Cardiac muscle contraction	62	1	1	1	BINOMIAL	5.888358716255965	2.308488795016936	0.28718476516246855	4	0.09497352768154782	0.8518995693814928	1
cervix uteri	Cardiac muscle contraction	74	0.6937489084030725	1	1	BINOMIAL	4.40248804637583	2.0348391743121277	0.060703029485268845	1	0.05949308170778149	0.9893146784584815	1
mouth, nos	Cardiac muscle contraction	65	1	1	1	BINOMIAL	2.1353099385245904	1.4370675133786353	0.6395154688539885	2	0.03285092213114754	0.6341651574886991	1
lymph nodes	Cardiac muscle contraction	74	1	1	1	BINOMIAL	5.967440686521958	2.342268080923215	0.7545989933328223	7	0.08064109035840485	0.3881478950158621	1
stomach	Cardiac muscle contraction	60	1	1	1	BINOMIAL	2.8139494932142246	1.6376744580984997	0.68988537846423	3	0.046899158220237075	0.5385112959820677	1
HR systems	Cardiac muscle contraction	74	0.6993132732883377	1	1	BINOMIAL	3.48539568943996	1.8224252400289194	0.1311212387415633	1	0.04709994174918865	0.9718483302741232	1
thyroid gland	Cardiac muscle contraction	62	1	1	1	BINOMIAL	2.6028578176665094	1.5791091602358913	0.2602329997496874	1	0.041981577704298535	0.9299868933798947	1
pancreas	Cardiac muscle contraction	69	1	1	1	BINOMIAL	1.7733732643615572	1.314456423201462	0.4677744633288442	1	0.02570106180234141	0.8341315377748557	1
prostate gland	Cardiac muscle contraction	63	1	1	1	BINOMIAL	2.602383687535899	1.579520579553139	0.26043221556197643	1	0.04130767757993491	0.9298879426128277	1
skin	Dorso-ventral axis formation	24	1	0.8758028499469689	1	BINOMIAL	2.9744848305335756	1.614260355985204	0.6536690302481456	3	0.12393686793889899	0.5856931559020355	1
liver	Dorso-ventral axis formation	23	1	1	1	BINOMIAL	2.385195061155875	1.4621355871051254	0.2951221939178328	1	0.10370413309373369	0.9193912741373718	1
testis	Dorso-ventral axis formation	23	1	1	1	BINOMIAL	2.1867323290845886	1.4067082341700494	0.6239120036950682	2	0.09507531865585168	0.6567070815625412	1
kidney	Dorso-ventral axis formation	24	1	0.7905505181578082	1	BINOMIAL	1.957940168408581	1.3409734390039532	0.872727871815201	3	0.08158084035035755	0.311279266524637	1
adrenal cortex	Dorso-ventral axis formation	24	1	0.3740163840511571	1	BINOMIAL	3.588879955993738	1.7470577600320405	0.9436117524368139	6	0.1495366648330724	0.1379185416188642	1
brain, nos	Dorso-ventral axis formation	24	0.8665440849592306	1	1	BINOMIAL	2.376338171201286	1.4632317685651994	0.2978745292047355	1	0.09901409046672026	0.9181097910945162	1
colon, nos	Dorso-ventral axis formation	24	1	1	1	BINOMIAL	2.08787523058863	1.3806668460630052	0.6519795577525644	2	0.08699480127452625	0.63005816064079	1
ovary	Dorso-ventral axis formation												
urinary bladder	Dorso-ventral axis formation												
breast	Dorso-ventral axis formation	24	1	1	1	BINOMIAL	0.863129164325279	0.9121884853996697	0.7869110122522185	1	0.03596371518021996	0.5848155025641713	1
lung	Dorso-ventral axis formation	24	0.9639411512259344	1	1	BINOMIAL	0.5829145728643216	0.75415958604833	0.5542661619549123	0	0.024288107202680067	1	1
bones and joints	Dorso-ventral axis formation												
cervix uteri	Dorso-ventral axis formation	24	1	1	1	BINOMIAL	1.4278339609867556	1.1588303234212614	0.22944989790597597	0	0.05949308170778149	1	1
mouth, nos	Dorso-ventral axis formation	22	1	1	1	BINOMIAL	0.7227202868852459	0.8360491965298322	0.8379440014049548	1	0.03285092213114754	0.5204263801879934	1
lymph nodes	Dorso-ventral axis formation	24	0.9173010098318682	1	1	BINOMIAL	1.9353861686017164	1.3339094863224785	0.4127854544243407	1	0.08064109035840485	0.8670641423685368	1
stomach	Dorso-ventral axis formation	21	1	1	1	BINOMIAL	0.9848823226249785	0.9688612752855154	0.7415271594157078	1	0.046899158220237075	0.6353166669232916	1
HR systems	Dorso-ventral axis formation	24	0.9157552172025497	1	1	BINOMIAL	1.1303986019805277	1.0378616929407696	0.6868164129019123	1	0.04709994174918865	0.6858504196469024	1
thyroid gland	Dorso-ventral axis formation	21	1	1	1	BINOMIAL	0.8816131317902692	0.9190221007097087	0.9440514233237997	2	0.041981577704298535	0.21979620331402536	1
pancreas	Dorso-ventral axis formation	21	1	1	1	BINOMIAL	0.5397222978491696	0.7251557499710296	0.8994490175341991	1	0.02570106180234141	0.4211889490832793	1
prostate gland	Dorso-ventral axis formation	23	1	1	1	BINOMIAL	0.9500765843385028	0.9543747309712272	0.7545653153467073	1	0.04130767757993491	0.6210143763207985	1
skin	Citrate cycle (TCA cycle)	30	0.5035363794104967	1	1	BINOMIAL	3.7181060381669697	1.8047979446829627	0.018882614227893627	0	0.12393686793889899	1	1
liver	Citrate cycle (TCA cycle)	29	1	0.4569333380837534	1	BINOMIAL	3.007419859718277	1.6418093647915748	0.9265009478210051	5	0.10370413309373369	0.17641097229815797	1
testis	Citrate cycle (TCA cycle)	30	0.8039634996271083	1	1	BINOMIAL	2.8522595596755504	1.6065740173269945	0.20731134267114115	1	0.09507531865585168	0.9500686847726172	1
kidney	Citrate cycle (TCA cycle)	30	1	1	1	BINOMIAL	2.4474252105107266	1.4992538828172535	0.07784452198978725	0	0.08158084035035755	1	1
adrenal cortex	Citrate cycle (TCA cycle)	30	1	0.8131700938621187	1	BINOMIAL	4.486099944992172	1.9532699560250788	0.7131088519765945	5	0.1495366648330724	0.4726551170573565	1
brain, nos	Citrate cycle (TCA cycle)	30	0.7345597264591683	1	1	BINOMIAL	2.9704227140016077	1.6359428506745128	0.18823092990516188	1	0.09901409046672026	0.9561933569729858	1
colon, nos	Citrate cycle (TCA cycle)	30	1	1	1	BINOMIAL	2.6098440382357873	1.5436324610385588	0.2515465241413958	1	0.08699480127452625	0.9348075183425902	1
ovary	Citrate cycle (TCA cycle)	30	1	0.9129203166944159	1	BINOMIAL	2.5021243218511016	1.5144097148563	0.7620201543313756	3	0.08340414406170338	0.46231221165935166	1
urinary bladder	Citrate cycle (TCA cycle)	30	1	1	1	BINOMIAL	2.002211102059816	1.366961152393426	0.39604968539404944	1	0.06674037006866054	0.8740858906215152	1
breast	Citrate cycle (TCA cycle)	30	1	1	1	BINOMIAL	1.0789114554065988	1.019857730823118	0.7062611027429171	1	0.03596371518021996	0.6667260174136626	1
lung	Citrate cycle (TCA cycle)	30	1	1	1	BINOMIAL	0.7286432160804021	0.843176050143584	0.4782422677544717	0	0.024288107202680067	1	1
bones and joints	Citrate cycle (TCA cycle)	30	1	0.8529166397894435	1	BINOMIAL	2.8492058304464347	1.6058040670138132	0.8493973268018131	4	0.09497352768154782	0.317110032742229	1
cervix uteri	Citrate cycle (TCA cycle)	30	1	1	1	BINOMIAL	1.7847924512334448	1.2956116887790037	0.15880341444370583	0	0.05949308170778149	1	1
mouth, nos	Citrate cycle (TCA cycle)	30	1	1	1	BINOMIAL	0.9855276639344263	0.9762951251483462	0.36711545005290336	0	0.03285092213114754	1	1
lymph nodes	Citrate cycle (TCA cycle)	30	0.8182311592210216	1	1	BINOMIAL	2.419232710752145	1.4913561436244438	0.29149485047248896	1	0.08064109035840485	0.9197301082709476	1
stomach	Citrate cycle (TCA cycle)	30	1	1	1	BINOMIAL	1.4069747466071123	1.1580107146974536	0.23668219783565353	0	0.046899158220237075	1	1
HR systems	Citrate cycle (TCA cycle)	30	0.8751291133476545	1	1	BINOMIAL	1.4129982524756595	1.1603646483292873	0.23519094921218214	0	0.04709994174918865	1	1
thyroid gland	Citrate cycle (TCA cycle)	30	1	1	1	BINOMIAL	1.259447331128956	1.0984415073788383	0.6392914184044369	1	0.041981577704298535	0.7238049989718549	1
pancreas	Citrate cycle (TCA cycle)	30	1	1	1	BINOMIAL	0.7710318540702423	0.866726898588713	0.457896029319925	0	0.02570106180234141	1	1
prostate gland	Citrate cycle (TCA cycle)	30	1	1	1	BINOMIAL	1.2392303273980472	1.0899727522220963	0.28208336881238283	0	0.04130767757993491	1	1
skin	RIG-I-like receptor signaling pathway	70	1	0.46283327059691826	1	BINOMIAL	8.67558075572293	2.7568743985368003	0.8474496044643323	11	0.12393686793889899	0.24588017500461282	1
liver	RIG-I-like receptor signaling pathway	60	0.9778939225577776	1	1	BINOMIAL	6.222247985624022	2.36156201535777	0.24137887961869195	4	0.10370413309373369	0.8812399543346824	1
testis	RIG-I-like receptor signaling pathway	67	1	0.893780845565903	1	BINOMIAL	6.370046349942063	2.4009190247421457	0.8164240276593846	8	0.09507531865585168	0.30354821170162744	1
kidney	RIG-I-like receptor signaling pathway	70	1	1	1	BINOMIAL	5.710658824525028	2.2901481346555057	0.3149455746984275	4	0.08158084035035755	0.8327522252963679	1
adrenal cortex	RIG-I-like receptor signaling pathway	70	1	1	1	BINOMIAL	10.467566538315069	2.983669142055996	0.26228366021487753	8	0.1495366648330724	0.8404272466608915	1
brain, nos	RIG-I-like receptor signaling pathway	70	1	1	1	BINOMIAL	6.930986332670418	2.4989439819459314	0.6096824424327639	7	0.09901409046672026	0.5472998033860856	1
colon, nos	RIG-I-like receptor signaling pathway	71	1	1	1	BINOMIAL	6.176630890491364	2.3747202179682065	0.4093591936808869	5	0.08699480127452625	0.7503423008306616	1
ovary	RIG-I-like receptor signaling pathway	65	1	0.9330455941199469	1	BINOMIAL	5.42126936401072	2.229150742542431	0.5393286414421312	5	0.08340414406170338	0.6399735805822713	1
urinary bladder	RIG-I-like receptor signaling pathway	66	1	1	1	BINOMIAL	4.4048644245315955	2.027531046059734	0.17482840306864056	2	0.06674037006866054	0.9400830279485745	1
breast	RIG-I-like receptor signaling pathway	71	1	0.7908780275970819	1	BINOMIAL	2.553423777795617	1.5689465167164156	0.887614521566484	4	0.03596371518021996	0.25209237129656986	1
lung	RIG-I-like receptor signaling pathway	71	0.9906676606412252	1	1	BINOMIAL	1.7244556113902847	1.2971398724249341	0.48295048456259726	1	0.024288107202680067	0.8254847039344212	1
bones and joints	RIG-I-like receptor signaling pathway	65	0.8116795230478255	1	1	BINOMIAL	6.173279299300608	2.363679586340449	0.046827664791220705	2	0.09497352768154782	0.9880806819387328	1
cervix uteri	RIG-I-like receptor signaling pathway	70	1	1	1	BINOMIAL	4.1645157195447045	1.9790795450331173	0.7631927147403215	5	0.05949308170778149	0.4042073065408554	1
mouth, nos	RIG-I-like receptor signaling pathway	67	1	1	1	BINOMIAL	2.2010117827868854	1.4590087443537874	0.9306586443470726	4	0.03285092213114754	0.17817838436278255	1
lymph nodes	RIG-I-like receptor signaling pathway	71	1	1	1	BINOMIAL	5.725517415446744	2.294298465369988	0.7880315071366025	7	0.08064109035840485	0.347723670071907	1
stomach	RIG-I-like receptor signaling pathway	66	1	1	1	BINOMIAL	3.095344442535647	1.7176074620759647	0.6254046262782722	3	0.046899158220237075	0.6035391834417012	1
HR systems	RIG-I-like receptor signaling pathway	71	0.4732486630578508	1	1	BINOMIAL	3.344095864192394	1.7851019981461087	0.03253584558522724	0	0.04709994174918865	1	1
thyroid gland	RIG-I-like receptor signaling pathway	67	1	1	1	BINOMIAL	2.812765706188002	1.6415484653611918	0.4622727569174062	2	0.041981577704298535	0.7776145031030075	1
pancreas	RIG-I-like receptor signaling pathway	68	1	1	1	BINOMIAL	1.7476722025592157	1.30489661324988	0.17024391151650223	0	0.02570106180234141	1	1
prostate gland	RIG-I-like receptor signaling pathway	69	1	1	1	BINOMIAL	2.8502297530155087	1.6530255235020441	0.05443374414770317	0	0.04130767757993491	1	1
skin	Glycosaminoglycan degradation	21	1	0.4750313305780489	1	BINOMIAL	2.602674226716879	1.5100022962870927	0.8906268789915466	4	0.12393686793889899	0.2582982860018141	1
liver	Glycosaminoglycan degradation	21	0.792695440745312	1	1	BINOMIAL	2.1777867949684073	1.3971189295594086	0.10034119503105214	0	0.10370413309373369	1	1
testis	Glycosaminoglycan degradation	21	0.9929531874176034	1	1	BINOMIAL	1.9965816917728854	1.3441562599657597	0.39343428180697493	1	0.09507531865585168	0.8772953265266945	1
kidney	Glycosaminoglycan degradation	21	0.9238077984333883	1	1	BINOMIAL	1.7131976473575086	1.2543657933791992	0.16744016346605164	0	0.08158084035035755	1	1
adrenal cortex	Glycosaminoglycan degradation	21	1	0.8727220318877057	1	BINOMIAL	3.1402699614945204	1.634222893236155	0.6136635609663252	3	0.1495366648330724	0.6272689604192885	1
brain, nos	Glycosaminoglycan degradation	21	1	0.9067199939903547	1	BINOMIAL	2.0792958998011253	1.368727988853569	0.8519492648839121	3	0.09901409046672026	0.3456869977088227	1
colon, nos	Glycosaminoglycan degradation	21	0.9100911561646046	1	1	BINOMIAL	1.8268908267650512	1.291495575811381	0.14788981287674824	0	0.08699480127452625	1	1
ovary	Glycosaminoglycan degradation	21	1	1	1	BINOMIAL	1.7514870252957708	1.2670460722151338	0.160596352592857	0	0.08340414406170338	1	1
urinary bladder	Glycosaminoglycan degradation	21	0.943815540414937	1	1	BINOMIAL	1.4015477714418714	1.1436817540325344	0.23445099411581238	0	0.06674037006866054	1	1
breast	Glycosaminoglycan degradation	21	1	1	1	BINOMIAL	0.755238018784619	0.8532741961314518	0.4634052907839761	0	0.03596371518021996	1	1
